nombre_original;nombre_canonico;fue_fusionado;frecuencia_total;num_documentos;ids_documentos
Hotel De La Universidad De La República;Hotel De La Universidad De La República;no;1;1;1843
Hotel Palace;Hotel Palace;no;1;1;1818
House Of Representatives;House Of Representatives;no;1;1;1751
House Of Representatives (estados Unidos);House Of Representatives (estados Unidos);no;1;1;1751
I. A. 00178/5;I. A. 00178/5;no;1;1;1710
IBEROAMERICA;IBEROAMERICA;no;2;2;"1763; 1770"
IMPLICADOS;IMPLICADOS;no;1;1;1783
INDICES DE SUBVERSION EN LAS FAS;INDICES DE SUBVERSION EN LAS FAS;no;1;1;1785
INFORME DE SITUACION;INFORME DE SITUACION;no;1;1;1784
INFORME INTERNO;INFORME INTERNO;no;1;1;1797
Iberoamerica;Iberoamerica;no;2;2;"1762; 1763"
Iberoamérica;Iberoamérica;no;1;1;1764
Ignacio Alfaro Arregui;Ignacio Alfaro Arregui;no;1;1;1722
Igpn;Igpn;no;2;1;1794
Ihns Sr. Don.;Ihns Sr. Don.;no;1;1;1798
Iii Región Militar;Iii Región Militar;no;1;1;1850
Ikurriña;Ikurriña;no;1;1;1803
Ihns Sr. Don. Emilio Manglaro;Ilmo. Sr. D. Emilio Alonso Manglano;si;1;1;1798
Emilio Alonso Manglano;Ilmo. Sr. D. Emilio Alonso Manglano;si;1;1;1713
Emilio Alonso Mangla;Ilmo. Sr. D. Emilio Alonso Manglano;si;1;1;1714
Emilio;Ilmo. Sr. D. Emilio Alonso Manglano;si;2;1;1801
Emilio Manglano;Ilmo. Sr. D. Emilio Alonso Manglano;si;1;1;1798
Ilmo. Sr. D. Emilio Alonso Manglano;Ilmo. Sr. D. Emilio Alonso Manglano;no;2;1;1791
Imprenta-escuela H. Guardia Civil;Imprenta-escuela H. Guardia Civil;no;1;1;1734
Incidente;Incidente;no;2;2;"1832; 1855"
Incidente en juicio 23 F;Incidente en juicio 23 F;no;1;1;1770
Inculpados;Inculpados;no;1;1;1799
Infantería;Infantería;no;2;2;"1814; 1840"
Inferiores En La Cadena De Mando;Inferiores En La Cadena De Mando;no;1;1;1801
Información Particular;Información Particular;no;1;1;1700
Informe forense;Informe forense;no;1;1;1697
Informe semestral sobre la amenaza interior;Informe semestral sobre la amenaza interior;no;1;1;1703
Inglaterra;Inglaterra;no;1;1;1787
Inno. Señor, Coronel Director Del Centro Superior De Informacion De La Defensa C.E.S.I.D.;Inno. Señor, Coronel Director Del Centro Superior De Informacion De La Defensa C.E.S.I.D.;no;1;1;1711
Inspector General del Cuerpo de Policía Nacional;Inspector General del Cuerpo de Policía Nacional;no;1;1;1721
Instituciones De La Democracia Española;Instituciones De La Democracia Española;no;1;1;1776
Instituciones Democráticas Españolas;Instituciones Democráticas Españolas;no;1;1;1757
Instituciones democráticas españolas;Instituciones democráticas españolas;no;2;2;"1754; 1757"
Institución;Institución;no;1;1;1769
Institución Castrense;Institución Castrense;no;1;1;1786
Instructor de la Causa núm. 2/1981;Instructor de la Causa núm. 2/1981;no;2;2;"1729; 1731"
Insurreccionistas Paramilitares De España;Insurreccionistas Paramilitares De España;no;1;1;1751
Intelectuales Socialistas;Intelectuales Socialistas;no;1;1;1782
Interlocutor No Identificado;Interlocutor No Identificado;no;1;1;1695
Interviú (semanario);Interviú (semanario);no;1;1;1789
Involucionismo politico;Involucionismo politico;no;1;1;1788
Isla De Menorca;Isla De Menorca;no;1;1;1777
Islas Filipinas;Islas Filipinas;no;1;1;1777
Islas Malvinas;Islas Malvinas;no;1;1;1837
Iv Zona De La G.c. (guardia Civil);Iv Zona De La G.c. (guardia Civil);no;1;1;1708
Izquierdo Sánchez;Izquierdo Sánchez;no;1;1;1838
J;J;no;2;1;1797
J. L. Cotterell;J. L. Cotterell;no;1;1;1798
J. Marias;J. Marias;no;1;1;1763
JD/ai. 44'323.2(46)-1/9;JD/ai. 44'323.2(46)-1/9;no;1;1;1766
JEFATURA;JEFATURA;no;1;1;1712
JEFE SUPERIOR;JEFE SUPERIOR;no;1;1;1779
JEFL 422 COMANDANCIA;JEFL 422 COMANDANCIA;no;1;1;1701
JLBB/mac;JLBB/mac;no;1;1;1752
JLBB/ng;JLBB/ng;no;1;1;1754
JOSE CORTINA PRIETO;JOSE CORTINA PRIETO;no;1;1;1798
JUAN ANTEQUERA BETRAN;JUAN ANTEQUERA BETRAN;no;1;1;1708
JUEZ ESPECIAL;JUEZ ESPECIAL;no;1;1;1705
JUICIO 2/81;JUICIO 2/81;no;1;1;1808
JUICIO 23.F;JUICIO 23.F;no;1;1;1786
JUJEM;JUJEM;no;2;2;"1803; 1807"
JUZGADO ESPECIAL;JUZGADO ESPECIAL;no;3;3;"1720; 1722; 1725"
James M Markham;James M Markham;no;1;1;1758
Jefatura De Apoyo Logístico De La Armada;Jefatura De Apoyo Logístico De La Armada;no;1;1;1826
Jefatura Superior De Policia De Madrid;Jefatura Superior De Policia De Madrid;no;4;2;"1745; 1756"
Jefatura Superior De Policía De Madrid;Jefatura Superior De Policia De Madrid;si;1;1;1767
Jefe 501 Comandancia;Jefe 501 Comandancia;no;2;1;1701
Jefe 501 Comandarcia;Jefe 501 Comandancia;si;1;1;1701
Jefe Coronel D. Fernando Sancho Garcia;Jefe Coronel D. Fernando Sancho Garcia;no;1;1;1827
Jefe De E.m. De Capitanía;Jefe De E.m. De Capitanía;no;1;1;1792
Jefe De Prensa Del Ministerio Del Interior;Jefe De Prensa Del Ministerio Del Interior;no;1;1;1779
Jefe De Uniforme;Jefe De Uniforme;no;1;1;1858
Jefe División;Jefe División;no;2;1;1794
Jefe Supremo De Las Fas;Jefe Supremo De Las Fas;no;1;1;1809
Jefe de E.M. de Capitanía;Jefe de E.M. de Capitanía;no;1;1;1792
Jefe de su Casa;Jefe de su Casa;no;1;1;1741
Jefe del Estado Mayor de la Armada;Jefe del Estado Mayor de la Armada;no;1;1;1738
Jefes;Jefes;no;1;1;1799
Jefes Comandos;Jefes Comandos;no;1;1;1698
Jefes Procesados;Jefes Procesados;no;1;1;1705
Jefes Y Oficiales De La Capital (destinatarios De Panfletos);Jefes Y Oficiales De La Capital (destinatarios De Panfletos);no;1;1;1788
Jefes Y Oficiales;Jefes Y Oficiales De La Capital (destinatarios De Panfletos);si;1;1;1799
Otros Jefes Y Oficiales De La Dac;Jefes Y Oficiales De La Capital (destinatarios De Panfletos);si;1;1;1842
Jefes de la Guardia Civil;Jefes de la Guardia Civil;no;1;1;1826
Jefes del Ejército;Jefes del Ejército;no;1;1;1826
Jefl 422 Comandancia ... Lerida;Jefl 422 Comandancia ... Lerida;no;1;1;1701
Jeme (jefe Del Estado Mayor Del Ejército);Jeme (jefe Del Estado Mayor Del Ejército);no;1;1;1846
Jesús Gómez García;Jesús Gómez García;no;1;1;1814
Jewe;Jewe;no;1;1;1800
Jme;Jme;no;1;1;1820
Joaquín Esquivel Giménez;Joaquín Esquivel Giménez;no;1;1;1814
Jose Antonio ASSIEGO;Jose Antonio ASSIEGO;no;1;1;1704
Jose Antonio Assiego;Jose Antonio Assiego;no;1;1;1704
Jose María García Escudero;Jose María García Escudero;no;1;1;1721
José María García Escudero;Jose María García Escudero;si;1;1;1724
General Sáenz De Santa María;José Antonio Saenz De Santa María Y Tinturé;si;1;1;1837
General Santa María;José Antonio Saenz De Santa María Y Tinturé;si;1;1;1818
José Antonio Saenz De Santa María Y Tinturé;José Antonio Saenz De Santa María Y Tinturé;no;1;1;1721
José Antonio Saenz de Santa María y Tinturé;José Antonio Saenz de Santa María y Tinturé;no;1;1;1721
José Barcina Rodríguez;José Barcina Rodríguez;no;1;1;1737
José De Diego López;José De Diego López;no;1;1;1710
José Gabriel Guma;José Gabriel Guma;no;1;1;1770
José María Fernández Del Rio Fernández;José María Fernández Del Rio Fernández;no;1;1;1860
José Pedro Pérez Llorca;José Pedro Pérez Llorca;no;3;2;"1752; 1774"
José Pedro Pérez-Llorca;José Pedro Pérez-Llorca;no;2;2;"1747; 1748"
D. José Pedro Pérez-llorca Y Rodrigo;José Pedro Pérez-llorca;si;1;1;1769
José Pedro Pérez-llorca;José Pedro Pérez-llorca;no;2;2;"1747; 1748"
Jose Pedro Perez-llorca;José Pedro Pérez-llorca;si;1;1;1757
Jovenes Del Movimiento Comunista (m.c.);Jovenes Del Movimiento Comunista (m.c.);no;1;1;1756
Juan;Juan;no;2;1;1695
Juan Antequera Betran;Juan Antequera Betran;no;1;1;1708
Juan PEREZ DE LA LASTRA;Juan PEREZ DE LA LASTRA;no;1;1;1790
Juan Perez De La Lastra;Juan Perez De La Lastra;no;1;1;1790
Juan Plá;Juan Plá;no;1;1;1695
Juan Pla;Juan Plá;si;1;1;1695
Juez Especial Que Entiende De Los Sucesos Del 23 De Febrero;Juez Especial Que Entiende De Los Sucesos Del 23 De Febrero;no;2;1;1705
Juez Eventual;Juez Eventual;no;1;1;1717
Juez Instructor;Juez Instructor;no;2;1;1796
Juez de Instrucción;Juez de Instrucción;no;1;1;1697
Juicio;Juicio;no;1;1;1858
La Jujem;Jujem;si;1;1;1807
Jujem;Jujem;no;10;8;"1792; 1803; 1807; 1811; 1829; 1830; 1831; 1833"
Jujem (junta De Jefes De Estado Mayor);Jujem (junta De Jefes De Estado Mayor);no;1;1;1821
Julian Fernandez;Julian Fernandez;no;1;1;1744
Julian Marias;Julian Marias;no;2;1;1763
Julián Marías;Julian Marias;si;1;1;1763
Julio Vázquez Cacinero;Julio Vázquez Cacinero;no;1;1;1719
Julio de 1980;Julio de 1980;no;1;1;1824
Junta Civico-militar;Junta Civico-militar;no;1;1;1777
Miembros De La Junta De Jefes De Estado Mayor;Junta De Jefes De Estado Mayor;si;1;1;1791
Junta De Jefes De Estado Mayor;Junta De Jefes De Estado Mayor;no;2;2;"1791; 1793"
Junta De Jefes Del E.m.;Junta De Jefes Del E.m.;no;1;1;1722
Junta Jefes Estado Mayor;Junta Jefes Estado Mayor;no;2;1;1735
Junta Superior;Junta Superior;no;3;1;1698
Junta de Jefes de Estado Mayor;Junta de Jefes de Estado Mayor;no;1;1;1793
Jurisdicción Castrense;Jurisdicción Castrense;no;1;1;1855
Jurisdicción Central De Marina;Jurisdicción Central De Marina;no;1;1;1725
Jurisdicción castrense;Jurisdicción castrense;no;1;1;1855
Justo Carrero Ramos;Justo Carrero Ramos;no;1;1;1737
Juventud Comunista De Madrid;Juventud Comunista De Madrid;no;2;1;1767
Juventudes Comunistas Revolucionarias;Juventudes Comunistas Revolucionarias;no;1;1;1767
Juz Instructor;Juz Instructor;no;1;1;1811
Juzgado;Juzgado;no;1;1;1724
Juzgado De Primera Instancia Número 10 De La Coruña;Juzgado De Primera Instancia Número 10 De La Coruña;no;1;1;1697
Juzgado Especial;Juzgado Especial;no;7;5;"1720; 1721; 1722; 1724; 1725"
Juzgado Militar Especial De La 1ª Region Militar (gobierno Militar);Juzgado Militar Especial De La 1ª Region Militar (gobierno Militar);no;1;1;1718
Juzgado Supremo De Justicia Militar;Juzgado Supremo De Justicia Militar;no;1;1;1713
Jóvenes En La Calle Lope De Vega;Jóvenes En La Calle Lope De Vega;no;1;1;1745
Jóvenes Heridos Asistidos En La Casa De Socorro;Jóvenes Heridos Asistidos En La Casa De Socorro;no;1;1;1745
KING JUAN CARLOS;KING JUAN CARLOS;no;1;1;1758
Kingdom Of Spain (implícita);Kingdom Of Spain (implícita);no;1;1;1746
"Kingdom Of Spain (implícito Por ""king Juan Carlos"", No Listado Como Lugar Específico)";"Kingdom Of Spain (implícito Por ""king Juan Carlos"", No Listado Como Lugar Específico)";no;1;1;1748
Km. 20 (de La Carretera N-1);Km. 20 (de La Carretera N-1);no;1;1;1700
L;L;no;1;1;1797
L.o. Nº 9/80, De 6 De Noviembre;L.o. Nº 9/80, De 6 De Noviembre;no;1;1;1802
LERIDA;LERIDA;no;1;1;1701
LIBERTAD DE CONDENADOS POR EL 23-F;LIBERTAD DE CONDENADOS POR EL 23-F;no;1;1;1790
La Autoridad Gubernativa;La Autoridad Gubernativa;no;1;1;1803
La Casa;La Casa;no;1;1;1796
La Clase Política;La Clase Política;no;1;1;1777
La Comisaría General;La Comisaría General;no;1;1;1790
La Corona;La Corona;no;2;2;"1715; 1787"
La Coruña;La Coruña;no;3;3;"1697; 1790; 1847"
La Coruña, Coruña, España (mencionado Al Menos Como Contexto General);La Coruña, Coruña, España (mencionado Al Menos Como Contexto General);no;1;1;1697
La Defensa;La Defensa;no;1;1;1855
La Democracia;La Democracia;no;1;1;1777
La Fuente Informante;La Fuente Informante;no;1;1;1789
La Guardia Civil;La Guardia Civil;no;1;1;1719
La Guardia Civil (como Institución);La Guardia Civil (como Institución);no;1;1;1830
La Habana;La Habana;no;2;1;1770
La Jefatura De La Dirección General De La Guardia Civil;La Jefatura De La Dirección General De La Guardia Civil;no;1;1;1712
La Mayoría (opinión General);La Mayoría (opinión General);no;1;1;1808
La Mujer;La Mujer;no;1;1;1695
La Oposición;La Oposición;no;1;1;1807
La Republica Federal De Alemania;La Republica Federal De Alemania;no;1;1;1771
La Sala;La Sala;no;1;1;1858
La Teniente General Presidente Luis Alvarez Rodriguez;La Teniente General Presidente Luis Alvarez Rodriguez;no;1;1;1726
La Vanguardia;La Vanguardia;no;1;1;1825
La Voz Del Interior (publicación);La Voz Del Interior (publicación);no;1;1;1762
La Zarzuela;La Zarzuela;no;5;5;"1819; 1821; 1829; 1831; 1842"
Labernia;Labernia;no;1;1;1849
"Las ""fas""";"Las ""fas""";no;1;1;1806
Las Cortes;Las Cortes;no;2;2;"1699; 1796"
Las Dos Hijas Del General Armada;Las Dos Hijas Del General Armada;no;1;1;1856
Las Fuerzas Que Se Oponen Al Progreso De Su País (españa);Las Fuerzas Que Se Oponen Al Progreso De Su País (españa);no;1;1;1765
Las Instituciones Del Estado;Las Instituciones Del Estado;no;1;1;1774
Las Palmas;Las Palmas;no;1;1;1790
Las Provincias Vascongadas;Las Provincias Vascongadas;no;1;1;1712
Latin America;Latin America;no;1;1;1758
Lawrence Eagleburger<subsecretario De Estado Para Asuntos De Europa>;Lawrence Eagleburger<subsecretario De Estado Para Asuntos De Europa>;no;1;1;1762
"Lectores Del Diario ""la Voz Del Interior""";"Lectores Del Diario ""la Voz Del Interior""";no;1;1;1762
Lectores Del New York Times;Lectores Del New York Times;no;1;1;1758
Legalidad constitucional española;Legalidad constitucional española;no;1;1;1765
Leopoldo Calvo Sotelo;Leopoldo Calvo Sotelo;no;2;2;"1750; 1753"
His Excellency Leopoldo Calvo Sotelo;Leopoldo Calvo Sotelo;si;1;1;1750
Lerida;Lerida;no;1;1;1701
Letrado;Letrado;no;1;1;1722
Letrado D. Ramon Hermosilla Martin;Letrado D. Ramon Hermosilla Martin;no;1;1;1725
Letrado Don Ramón Hermosilla Martín;Letrado Don Ramón Hermosilla Martín;no;1;1;1724
Letrado Sr. Martín Fernández;Letrado Sr. Martín Fernández;no;1;1;1852
Letrado Sr. Sanz Arribas;Letrado Sr. Sanz Arribas;no;1;1;1815
Letrado Sr. de Miguel;Letrado Sr. de Miguel;no;1;1;1832
Letrados;Letrados;no;2;2;"1825; 1830"
Letrados Defensores;Letrados Defensores;no;1;1;1848
Letrados Restantes;Letrados Restantes;no;1;1;1832
Ley 16/80 De 22 De Abril;Ley 16/80 De 22 De Abril;no;1;1;1802
Ley De Enjuiciamiento Criminal;Ley De Enjuiciamiento Criminal;no;1;1;1802
Ley Orgánica 9/1980, De 6 De Noviembre;Ley Orgánica 9/1980, De 6 De Noviembre;no;1;1;1786
Liga Comunista Revolucionaria;Liga Comunista Revolucionaria;no;2;1;1767
Lino Cortizo;Lino Cortizo;no;1;1;1766
Lista de oficiales con implicación política;Lista de oficiales con implicación política;no;1;1;1803
Londres;Londres;no;4;3;"1708; 1772; 1776"
Los Abogados Defensores De Los Procesados;Los Abogados Defensores De Los Procesados;no;1;1;1787
Los Acusados;Los Acusados;no;1;1;1786
Los Dirigentes De La Nueva Democracia Española;Los Dirigentes De La Nueva Democracia Española;no;1;1;1746
Los Grupos O Elementos Separatistas, Revolucionarios O Involucionistas;Los Grupos O Elementos Separatistas, Revolucionarios O Involucionistas;no;1;1;1703
Implicados En El 23-f;Los Implicados En El 23-f. Golpe De Estado;si;1;1;1783
Los Implicados En El 23-f. Golpe De Estado;Los Implicados En El 23-f. Golpe De Estado;no;1;1;1778
Los Inestrillos;Los Inestrillos;no;1;1;1788
Líderes Políticos;Los Líderes Políticos;si;1;1;1791
Los Líderes Políticos;Los Líderes Políticos;no;1;1;1803
Los Miembros De Eta;Los Miembros De Eta;no;1;1;1808
Los Militantes Disidentes;Los Militantes Disidentes;no;1;1;1808
Los Segundos De Fraga Y Carrillo;Los Segundos De Fraga Y Carrillo;no;1;1;1808
Lothar Lahn;Lothar Lahn;no;1;1;1774
Lugar O Institución No Mencionada Explícitamente En El Texto;Lugar O Institución No Mencionada Explícitamente En El Texto;no;1;1;1803
Guardia Civil D. José Alvarez Sola;Luis Alvarez Rodríguez;si;1;1;1710
El Jefe De Guardia Alvarez De Toledo;Luis Alvarez Rodríguez;si;1;1;1755
Luis Alvarez Rodríguez;Luis Alvarez Rodríguez;no;2;2;"1730; 1731"
D. Jose Alvarez Sola;Luis Alvarez Rodríguez;si;1;1;1714
Luis Álvarez Rodríguez;Luis Alvarez Rodríguez;si;1;1;1740
Teniente Alvarez;Luis Alvarez Rodríguez;si;1;1;1812
Sr. Capitán D. Carlos Alvarez Arenas;Luis Alvarez Rodríguez;si;1;1;1742
Luis Arana Lorite;Luis Arana Lorite;no;1;1;1860
Lázaro Cortaiz;Lázaro Cortaiz;no;2;1;1841
Lérida;Lérida;no;5;5;"1787; 1825; 1833; 1839; 1857"
Línea de mando natural;Línea de mando natural;no;1;1;1840
López Silva;López Silva;no;1;1;1849
M;M;no;1;1;1797
M A D R I D;M A D R I D;no;1;1;1769
M.C.S.;M.C.S.;no;1;1;1807
M.c.s.;M.c.s.;no;1;1;1807
M.c.s. (medios Comunicativos Sonoros, Según Contexto);M.c.s. (medios Comunicativos Sonoros, Según Contexto);no;1;1;1795
MADRID;MADRID;no;3;3;"1701; 1748; 1791"
MADRID-8;MADRID-8;no;1;1;1742
MD;MD;no;1;1;1707
MENSAJE DE SU MAJESTAD BRITANICA LA REINA ISABEL II;MENSAJE DE SU MAJESTAD BRITANICA LA REINA ISABEL II;no;1;1;1773
MICROFILMACION 00305 /S;MICROFILMACION 00305 /S;no;1;1;1713
MICROFILMACION 00372/5;MICROFILMACION 00372/5;no;1;1;1714
MICROFILMACION 03838/S;MICROFILMACION 03838/S;no;1;1;1703
MICROFILMACION 10283/5;MICROFILMACION 10283/5;no;1;1;1707
MICROFILMACION 7043 /5;MICROFILMACION 7043 /5;no;1;1;1705
MICROFILMACION 8258/5;MICROFILMACION 8258/5;no;1;1;1706
MINISTERIO DE ASUNTOS EXTERIORES;MINISTERIO DE ASUNTOS EXTERIORES;no;6;6;"1743; 1753; 1755; 1765; 1771; 1772"
MINISTERIO DE DEFENSA;MINISTERIO DE DEFENSA;no;7;7;"1703; 1709; 1713; 1714; 1732; 1733; 1736"
MINISTRO;MINISTRO;no;1;1;1769
MINISTRO DE DEFENSA;MINISTRO DE DEFENSA;no;1;1;1735
Madrid;Madrid;no;91;72;"1694; 1703; 1709; 1711; 1713; 1714; 1717; 1718; 1719; 1720; 1721; 1722; 1723; 1724; 1725; 1726; 1727; 1728; 1729; 1730; 1731; 1732; 1733; 1734; 1735; 1736; 1737; 1738; 1740; 1741; 1742; 1743; 1745; 1747; 1748; 1749; 1750; 1752; 1754; 1757; 1758; 1762; 1763; 1764; 1765; 1766; 1767; 1770; 1773; 1774; 1775; 1776; 1777; 1778; 1779; 1780; 1781; 1782; 1783; 1789; 1790; 1791; 1792; 1797; 1801; 1806; 1816; 1830; 1833; 1838; 1847; 1857"
Madrid, 12 de Mayo de 1981;Madrid, 12 de Mayo de 1981;no;1;1;1730
Madrid, 18 de febrero de 1.983;Madrid, 18 de febrero de 1.983;no;1;1;1738
Madrid, 25 de Junio de 1981;Madrid, 25 de Junio de 1981;no;1;1;1718
Madrid-8;Madrid-8;no;1;1;1742
Majestät;Majestät;no;1;1;1775
Mando;Mando;no;2;2;"1795; 1803"
Mando Militar;Mando Militar;no;3;2;"1792; 1807"
Mando Supremo;Mando Supremo;no;3;1;1847
Mandos;Mandos;no;2;2;"1785; 1804"
Mandos De Policía Nacional;Mandos De Policía Nacional;no;1;1;1784
Mandos Del Ejército;Mandos Del Ejército;no;1;1;1804
Mandos Militares;Mandos Militares;no;1;1;1785
Mandos del Ejército;Mandos del Ejército;no;1;1;1804
Manuel Alonso Aguilar;Manuel Alonso Aguilar;no;2;1;1732
Manuel Alonso Aquilar;Manuel Alonso Aguilar;si;1;1;1736
Manuel Rui Azinhais Nabeiro;Manuel Rui Azinhais Nabeiro;no;1;1;1761
March 4, 1981;March 4, 1981;no;1;1;1751
Mariano Nicolas Garcia;Mariano Nicolas Garcia;no;1;1;1725
María;María;no;1;1;1710
Medios De Comunicación;Medios De Comunicación;no;1;1;1804
Medios Jurídicos;Medios Jurídicos;no;1;1;1802
Mi Persona (autor No Especificado);Mi Persona (autor No Especificado);no;1;1;1768
Microfilmacion 00372/5;Microfilmacion 00372/5;no;1;1;1714
Microfilmexto 00178/5;Microfilmexto 00178/5;no;1;1;1710
"Miembros De ""primera Linha"" De Fejons";"Miembros De ""primera Linha"" De Fejons";no;1;1;1855
Miembros De La Guardia Civil Procesados;Miembros De La Guardia Civil Procesados;no;1;1;1855
Miembros De Las Comisiones Militares;Miembros De Las Diferentes Comisiones Militares;si;1;1;1800
Comisiones Militares;Miembros De Las Diferentes Comisiones Militares;si;1;1;1858
Miembros De Las Diferentes Comisiones Militares;Miembros De Las Diferentes Comisiones Militares;no;1;1;1799
Miembros Del Servicio;Miembros Del Servicio;no;2;2;"1705; 1798"
Miembros O Núcleo Del Órgano Que Mandaba El Comandante Cortina;Miembros O Núcleo Del Órgano Que Mandaba El Comandante Cortina;no;1;1;1711
Militante De La Ort;Militante De La Ort;no;1;1;1839
Militantes De Zaragoza;Militantes De Zaragoza;no;1;1;1820
Militantes Del Movimiento Comunista;Militantes Del Movimiento Comunista;no;1;1;1756
Militantes Del Partido PSOE;Militantes Del Partido PSOE;no;1;1;1782
Militares;Militares;no;1;1;1804
Militares De Las Fas;Militares De Las Fas;no;1;1;1801
Militares Que Asisten Al Consejo De Guerra;Militares Que Asisten Al Consejo De Guerra;no;1;1;1799
Militares Representantes De Cada Organismo De La Administración Central, Región O Zona;Militares Representantes De Cada Organismo De La Administración Central, Región O Zona;no;1;1;1800
Minisdef;Minisdef;no;2;2;"1716; 1739"
Minister Of Foreign Affairs (españa);Minister Of Foreign Affairs (españa);no;1;1;1748
Minister of Foreign Affairs;Minister of Foreign Affairs;no;1;1;1748
Ministerio (en General, Mencionado);Ministerio (en General, Mencionado);no;1;1;1789
"Ministerio (implícito En ""ministerio"", Pero No Está Explícitamente Mencionado)";"Ministerio (implícito En ""ministerio"", Pero No Está Explícitamente Mencionado)";no;1;1;1801
Ministerio De Administración Territorial;Ministerio De Administración Territorial;no;1;1;1789
"Ministerio De Asuntos Exteriores (implícito En ""ministro De Asuntos Exteriores"")";"Ministerio De Asuntos Exteriores (implícito En ""ministro De Asuntos Exteriores"")";no;1;1;1774
Ministerio De Defensa;Ministerio De Defensa;no;20;19;"1703; 1709; 1713; 1714; 1719; 1724; 1726; 1727; 1729; 1731; 1732; 1733; 1735; 1736; 1737; 1738; 1740; 1741; 1791"
Ministerio De Relaciones Exteriores;Ministerio De Relaciones Exteriores;no;1;1;1755
Ministerio Del Interior;Ministerio Del Interior;no;4;3;"1734; 1779; 1780"
Ministerio Fiscal;Ministerio Fiscal;no;12;9;"1702; 1816; 1817; 1818; 1819; 1823; 1857; 1859; 1860"
Ministerio Público;Ministerio Público;no;3;3;"1813; 1816; 1822"
Ministerio de Relaciones Exteriores;Ministerio de Relaciones Exteriores;no;1;1;1755
Ministro;Ministro;no;2;2;"1694; 1719"
Ministro Adjunto De Relaciones Exteriores Wan Zuo Kei;Ministro Adjunto De Relaciones Exteriores Wan Zuo Kei;no;1;1;1769
Ministro Del Interior (institución Gubernativa);Ministro Del Interior (institución Gubernativa);no;1;1;1803
Ministro No Identificado;Ministro No Identificado;no;1;1;1694
Ministro de Asuntos Exteriores;Ministro de Asuntos Exteriores;no;4;4;"1753; 1769; 1771; 1772"
Ministro de Defensa;Ministro de Defensa;no;3;3;"1708; 1738; 1742"
Monarquía;Monarquía;no;1;1;1781
Moncloa (sede Del Gobierno);Moncloa (sede Del Gobierno);no;1;1;1723
Moncloa Palace;Moncloa Palace;no;2;1;1750
Movimiento Comunista;Movimiento Comunista;no;1;1;1756
Moção;Moção;no;2;2;"1760; 1761"
Mr Donald Stewart;Mr Donald Stewart;no;1;1;1776
Mr Eric S. Heffer;Mr Eric S. Heffer;no;1;1;1776
Mr John Dunlop;Mr John Dunlop;no;1;1;1776
Mr Russell Johnston;Mr Russell Johnston;no;1;1;1776
Mr Tristan Garel-jones;Mr Tristan Garel-jones;no;1;1;1776
Mr. Minister;Mr. Minister;no;1;1;1747
Mr. Prime Minister;Mr. Prime Minister;no;1;1;1750
Mugardos (La Coruña);Mugardos (La Coruña);no;1;1;1790
Mugardos (la Coruña);Mugardos (la Coruña);no;1;1;1790
Museo Naval;Museo Naval;no;2;1;1738
Muñecas Aguilar;Muñecas Aguilar;no;1;1;1840
Májico;Májico;no;1;1;1763
Májico, 13 de mayo, 81;Májico, 13 de mayo, 81;no;1;1;1763
N. Gub. Sr. 173;N. Gub. Sr. 173;no;1;1;1764
N.Ref: C/SG/ 5688/ 07-04-82;N.Ref: C/SG/ 5688/ 07-04-82;no;1;1;1831
N.° 4622;N.° 4622;no;1;1;1782
N.° 5009;N.° 5009;no;1;1;1780
N.º 235/87.S/FC;N.º 235/87.S/FC;no;1;1;1735
N/ RFa:C/DI3/;N/ RFa:C/DI3/;no;1;1;1800
N/RFA:C/DI/ 4132 /11-3-82;N/RFA:C/DI/ 4132 /11-3-82;no;1;1;1855
N/Rat SA/8372/22.05.81;N/Rat SA/8372/22.05.81;no;1;1;1706
N/Ref. C/SG/4.819/24.03.82;N/Ref. C/SG/4.819/24.03.82;no;1;1;1841
N/Ref. C/SG/4346/16-03-82;N/Ref. C/SG/4346/16-03-82;no;1;1;1846
N/Ref. C/SG/5.120/29-03-82;N/Ref. C/SG/5.120/29-03-82;no;1;1;1839
N/Ref. C/SG/5723/13-04-82;N/Ref. C/SG/5723/13-04-82;no;1;1;1829
N/Ref. SG/3.923/09-03-82;N/Ref. SG/3.923/09-03-82;no;1;1;1850
N/Ref.C/SG/4659/22-03-82;N/Ref.C/SG/4659/22-03-82;no;1;1;1842
N/Ref.ª Núm.;N/Ref.ª Núm.;no;1;1;1741
N/Ref.ª Núm. 89-S-FC 2522;N/Ref.ª Núm. 89-S-FC 2522;no;1;1;1736
N/Ref: C/SG/4183/12-03-82;N/Ref: C/SG/4183/12-03-82;no;1;1;1848
N/Rf#:C/SG/6050/19-4-82;N/Rf#:C/SG/6050/19-4-82;no;1;1;1826
N/Rfa. C/SG/5.016/26.03.82;N/Rfa. C/SG/5.016/26.03.82;no;1;1;1840
N/Rfa. C/SG/5.464/02-04-82;N/Rfa. C/SG/5.464/02-04-82;no;1;1;1833
N/Rfe. C/SG/4487/17.03.82;N/Rfe. C/SG/4487/17.03.82;no;1;1;1845
NORTEAMERICA.-EUROPA;NORTEAMERICA.-EUROPA;no;1;1;1755
NOTA INFORMATIVA;NOTA INFORMATIVA;no;4;4;"1814; 1819; 1822; 1851"
NOTA INTERIOR REF. 1.541;NOTA INTERIOR REF. 1.541;no;1;1;1808
NOTA de la OIDREP;NOTA de la OIDREP;no;1;1;1857
